85 19
88  46  74  171  68  6  152  43  19  148  180  349  192  71  5  11  189  195  2
101  48  107  222  68  10  208  32  24  154  232  641  204  70  5  38  190  202  3
82  44  72  118  52  7  152  44  19  147  174  340  177  82  2  2  180  185  2
93  46  82  145  58  11  159  43  20  160  180  371  189  77  2  4  183  194  0
91  43  70  133  55  8  130  51  18  146  159  253  156  70  1  8  190  194  0
85  42  66  122  54  6  148  46  19  141  172  317  174  88  6  14  180  182  2
89  47  84  133  55  11  157  44  20  160  169  354  176  74  5  9  182  192  0
98  49  84  219  74  7  190  34  22  154  208  558  209  74  4  7  195  195  2
101  53  103  203  63  9  195  34  22  162  210  571  210  68  5  5  191  198  3
87  46  71  159  66  6  151  44  19  146  175  343  189  73  2  0  186  190  2
104  55  107  222  68  11  218  31  24  173  232  703  229  71  3  10  188  199  1
85  39  77  151  59  8  150  45  19  134  176  331  133  73  0  16  184  193  3
94  48  83  162  64  10  156  43  19  153  177  357  187  74  4  14  185  196  0
100  48  95  209  68  7  199  32  23  150  216  605  200  73  7  11  192  194  2
106  49  106  211  64  9  208  32  24  158  224  645  184  68  1  24  190  202  1
98  39  81  191  64  9  166  40  20  138  184  415  131  62  8  19  197  205  1
84  35  53  122  57  4  116  59  17  123  135  196  128  76  10  27  183  190  1
90  36  78  179  64  8  157  42  19  126  182  367  142  66  1  20  192  198  3
93  47  85  163  66  11  156  44  20  158  172  355  178  74  7  15  183  195  0
104  49  89  168  54  4  212  31  24  153  238  682  198  78  1  23  190  189  2
86  41  64  148  61  5  150  45  19  138  165  333  173  80  5  8  182  185  1
85  33  40  115  57  3  112  61  17  119  130  184  127  86  12  21  181  183  1
101  55  108  228  69  12  215  31  24  168  229  684  214  71  2  16  188  199  1
85  47  75  121  53  9  157  44  20  165  168  358  176  77  1  7  182  191  0
91  39  88  189  63  9  175  38  21  132  197  457  156  69  0  23  191  198  1
89  40  60  131  56  6  118  56  17  137  143  209  153  65  10  8  193  199  0
89  35  70  138  58  7  126  53  17  128  147  237  112  64  4  19  199  207  0
100  46  81  187  61  9  166  40  20  154  189  415  175  63  13  9  198  207  1
87  44  70  179  75  6  146  45  19  141  167  326  178  69  6  1  194  201  2
113  57  109  194  56  6  260  26  28  175  288  982  261  85  11  21  182  183  2
89  40  72  155  63  7  146  45  19  135  175  321  145  72  4  10  192  196  2
90  47  85  149  60  10  155  43  19  155  179  355  186  75  1  5  185  196  0
96  41  77  177  64  5  177  36  21  134  205  485  148  74  0  4  196  198  2
93  44  90  166  65  10  153  44  19  156  170  348  143  66  9  17  194  203  0
86  47  75  165  68  6  154  43  19  146  176  356  190  74  7  3  188  194  2
97  37  76  169  60  8  161  41  20  131  189  391  136  72  0  0  188  192  3
101  52  105  162  53  10  212  31  24  163  226  669  204  74  12  11  186  194  3
103  48  101  204  62  12  200  33  23  158  215  595  164  66  8  22  192  202  3
80  38  64  130  59  8  134  51  18  126  152  259  135  76  1  23  179  188  3
86  38  86  175  60  9  170  39  21  134  191  433  138  68  1  28  191  199  1
89  45  77  188  64  9  161  41  20  151  190  390  174  66  4  2  194  201  1
85  45  82  133  56  11  159  43  20  156  170  362  173  76  10  21  183  193  0
91  41  93  197  65  9  183  36  21  137  202  504  153  66  11  24  193  200  3
106  53  98  203  63  11  220  30  25  167  228  710  214  71  10  24  188  197  3
91  49  86  195  63  8  177  37  21  156  203  473  201  67  7  5  192  198  3
101  51  98  194  60  10  195  34  22  161  219  572  219  67  0  10  192  201  1
91  44  66  151  63  7  137  48  18  146  166  280  167  72  1  9  188  194  0
104  55  109  230  67  12  218  30  24  174  230  706  226  67  8  22  191  202  3
106  54  105  164  48  5  247  27  27  165  269  891  243  84  12  1  181  182  2
94  45  72  179  69  6  156  41  19  144  181  373  191  69  5  5  193  198  2
103  54  107  189  56  11  223  30  25  174  225  729  200  70  0  29  187  201  3
93  40  73  139  58  6  136  49  18  138  166  275  137  73  0  0  187  188  0
90  39  57  114  48  7  135  51  18  139  155  261  151  85  12  8  183  182  0
86  38  58  119  56  4  118  57  17  129  140  208  152  78  9  2  184  186  0
88  39  88  194  69  8  168  40  20  133  199  416  151  74  3  22  186  192  3
94  43  69  161  59  7  152  43  19  143  175  349  187  67  12  11  193  198  1
100  51  89  199  65  6  201  32  23  159  219  622  205  74  6  7  193  193  2
90  36  85  184  64  6  160  41  20  125  187  385  139  66  9  31  195  203  1
85  38  72  130  53  9  134  51  18  132  145  261  123  65  1  24  188  198  3
88  34  69  152  57  5  138  48  18  122  158  284  120  62  9  29  204  210  3
86  40  63  135  56  5  133  50  18  135  152  262  166  70  9  2  187  191  1
86  44  70  140  64  6  148  45  19  145  170  322  185  82  10  1  181  183  2
96  41  69  153  56  7  141  47  18  141  162  297  169  61  11  8  202  209  1
89  38  77  161  62  7  149  45  19  129  174  327  153  71  6  21  188  193  1
98  55  104  213  67  9  206  32  23  167  223  629  220  72  5  19  187  196  1
86  35  44  110  54  2  119  57  17  121  139  208  137  90  6  1  180  183  0
103  41  83  194  63  9  175  38  21  142  199  455  138  65  7  30  197  206  3
95  46  76  162  66  11  162  42  20  155  175  381  172  74  8  4  184  193  0
99  38  74  184  66  6  164  39  20  131  193  414  137  71  2  22  200  202  2
89  38  82  156  59  8  153  43  19  129  179  351  137  70  1  1  187  192  1
99  52  104  177  55  10  210  32  24  166  219  657  215  73  3  2  187  194  3
82  43  70  250  105  55  139  48  18  145  231  289  172  99  4  9  190  199  0
100  52  109  225  68  10  222  30  25  165  241  731  207  73  7  28  188  199  3
105  51  93  160  51  7  217  30  24  165  240  703  208  81  9  25  188  188  2
93  46  85  169  66  9  151  44  19  147  169  339  179  67  0  4  195  204  0
93  51  90  209  69  8  183  36  22  156  211  506  230  70  6  1  189  196  1
102  52  98  225  71  10  214  31  24  164  228  682  199  71  0  16  187  196  3
91  46  101  199  65  9  196  34  23  146  219  574  199  73  5  8  186  194  3
80  44  68  120  53  8  151  45  19  146  170  333  190  80  4  16  180  185  2
96  39  64  111  48  8  134  52  18  141  160  258  139  80  7  20  183  184  0
83  46  68  139  59  6  150  44  19  146  172  336  183  74  5  3  185  191  2
79  38  55  120  55  5  142  48  19  128  153  295  145  81  4  2  180  183  1
83  39  69  127  54  5  135  49  18  131  155  274  162  69  16  6  187  190  3
100  47  70  185  70  7  162  40  20  153  179  406  172  68  9  6  200  205  2
82  36  51  114  53  4  135  50  18  126  150  268  144  86  15  4  181  182  1
